id,name,mode,lat,lon,live_crowding_percentage,live_data_available,day_of_week,last_updated
940GZZLUWKA,Warwick Avenue Underground Station,tube,51.523263,-0.183783,25.07,True,WED,18:01
940GZZLUWKN,West Kensington Underground Station,tube,51.490459,-0.206636,28.58,True,WED,18:01
940GZZLUWLA,Wood Lane Underground Station,tube,51.509669,-0.22453,34.39,True,WED,18:01
940GZZLUWLO,Waterloo Underground Station,tube,51.503299,-0.11478,59.72,True,WED,18:01
940GZZLUWOF,Woodford Underground Station,tube,51.606899,0.03397,27.95,True,WED,18:01
940GZZLUWOG,Wood Green Underground Station,tube,51.597479,-0.109886,11.16,True,WED,18:01
940GZZLUWOP,Woodside Park Underground Station,tube,51.618014,-0.18542,11.63,True,WED,18:01
940GZZLUWPL,Whitechapel Underground Station,tube,51.519518,-0.059971,50.53,True,WED,18:01
940GZZLUWRP,West Ruislip Underground Station,tube,51.569688,-0.437886,13.98,True,WED,18:01
940GZZLUWRR,Warren Street Underground Station,tube,51.524951,-0.138321,52.22,True,WED,18:01
940GZZLUWSD,Wanstead Underground Station,tube,51.575501,0.028527,23.72,True,WED,18:01
940GZZLUWSM,Westminster Underground Station,tube,51.50132,-0.124861,44.72,True,WED,18:01
940GZZLUWSP,Westbourne Park Underground Station,tube,51.52111,-0.201065,14.69,True,WED,18:01
940GZZLUWTA,West Acton Underground Station,tube,51.518001,-0.28098,7.66,True,WED,18:01
940GZZLUWWL,Walthamstow Central Underground Station,tube,51.582965,-0.019885,24.07,True,WED,18:01
940GZZLUWYC,Wembley Central Underground Station,tube,51.552304,-0.296852,9.05,True,WED,18:01
940GZZLUWYP,Wembley Park Underground Station,tube,51.563198,-0.279262,0.07,True,WED,18:01
940GZZNEUGST,Nine Elms Underground Station,tube,51.479912,-0.128476,35.97,True,WED,18:01
